"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","pathway_category","direction_ratio","direction_class"
"GO:0010595","positive regulation of endothelial cell migration","35/2235","110/15151",0.318181818181818,2.15694529184462,5.06584470235615,4.48935632677038e-06,0.000366736150637581,0.000296450601622465,"ENSG00000137801/ENSG00000259207/ENSG00000126785/ENSG00000184304/ENSG00000048052/ENSG00000134954/ENSG00000126016/ENSG00000112902/ENSG00000105976/ENSG00000132669/ENSG00000099250/ENSG00000128052/ENSG00000150630/ENSG00000145632/ENSG00000135046/ENSG00000078401/ENSG00000138685/ENSG00000114861/ENSG00000154188/ENSG00000141376/ENSG00000138772/ENSG00000205542/ENSG00000100644/ENSG00000120899/ENSG00000051382/ENSG00000118257/ENSG00000183287/ENSG00000113578/ENSG00000241186/ENSG00000113140/ENSG00000114251/ENSG00000143878/ENSG00000109458/ENSG00000189403/ENSG00000156427",35,"angiogenesis",0.257142857142857,"Downregulated"
"GO:0006935","chemotaxis","84/2235","356/15151",0.235955056179775,1.59953246361511,4.76169178080189,5.29606910477949e-06,0.000400847670468027,0.00032402459605528,"ENSG00000137801/ENSG00000259207/ENSG00000197702/ENSG00000142871/ENSG00000075223/ENSG00000124126/ENSG00000182168/ENSG00000162692/ENSG00000092421/ENSG00000184304/ENSG00000126016/ENSG00000111913/ENSG00000112902/ENSG00000136160/ENSG00000105976/ENSG00000156026/ENSG00000156299/ENSG00000177119/ENSG00000099250/ENSG00000128052/ENSG00000136244/ENSG00000145147/ENSG00000154639/ENSG00000150630/ENSG00000140285/ENSG00000135046/ENSG00000184588/ENSG00000170293/ENSG00000143669/ENSG00000075213/ENSG00000078401/ENSG00000171951/ENSG00000138685/ENSG00000108691/ENSG00000184371/ENSG00000154188/ENSG00000221866/ENSG00000140945/ENSG00000128512/ENSG00000134516/ENSG00000166949/ENSG00000172939/ENSG00000205542/ENSG00000149177/ENSG00000137845/ENSG00000133789/ENSG00000164251/ENSG00000122861/ENSG00000156234/ENSG00000170989/ENSG00000092969/ENSG00000169398/ENSG00000120899/ENSG00000151490/ENSG00000153551/ENSG00000125266/ENSG00000051382/ENSG00000118257/ENSG00000170962/ENSG00000153310/ENSG00000087245/ENSG00000139116/ENSG00000138135/ENSG00000006451/ENSG00000168811/ENSG00000113578/ENSG00000125848/ENSG00000005810/ENSG00000134215/ENSG00000143398/ENSG00000107862/ENSG00000114251/ENSG00000035664/ENSG00000184349/ENSG00000138448/ENSG00000109743/ENSG00000109458/ENSG00000197635/ENSG00000189403/ENSG00000106366/ENSG00000156427/ENSG00000166086/ENSG00000169429/ENSG00000110934",84,"migration",0.404761904761905,"Mixed"
"GO:0006929","substrate-dependent cell migration","14/2235","27/15151",0.518518518518518,3.51502195708012,5.44090810233733,6.65469759061807e-06,0.00047722498868495,0.000385764083412481,"ENSG00000115414/ENSG00000099250/ENSG00000145147/ENSG00000150630/ENSG00000187164/ENSG00000243244/ENSG00000064999/ENSG00000137575/ENSG00000019549/ENSG00000115109/ENSG00000158092/ENSG00000081237/ENSG00000137809/ENSG00000198087",14,"migration",0.357142857142857,"Mixed"
"GO:0050921","positive regulation of chemotaxis","37/2235","121/15151",0.305785123966942,2.07290846229223,4.92897854259208,6.85277285442726e-06,0.00048332740530574,0.000390696962474004,"ENSG00000137801/ENSG00000184304/ENSG00000111913/ENSG00000112902/ENSG00000105976/ENSG00000156026/ENSG00000156299/ENSG00000177119/ENSG00000099250/ENSG00000128052/ENSG00000136244/ENSG00000145147/ENSG00000150630/ENSG00000078401/ENSG00000171951/ENSG00000138685/ENSG00000184371/ENSG00000140945/ENSG00000166949/ENSG00000172939/ENSG00000205542/ENSG00000149177/ENSG00000137845/ENSG00000133789/ENSG00000164251/ENSG00000156234/ENSG00000170989/ENSG00000169398/ENSG00000120899/ENSG00000170962/ENSG00000168811/ENSG00000114251/ENSG00000035664/ENSG00000189403/ENSG00000106366/ENSG00000156427/ENSG00000169429",37,"migration",0.459459459459459,"Mixed"
"GO:0030336","negative regulation of cell migration","71/2235","290/15151",0.244827586206897,1.65967908663118,4.71833486528569,7.32428884209679e-06,0.000487682934572171,0.000394217747837468,"ENSG00000137801/ENSG00000173334/ENSG00000140937/ENSG00000064042/ENSG00000171444/ENSG00000130396/ENSG00000111913/ENSG00000169554/ENSG00000152894/ENSG00000182621/ENSG00000133121/ENSG00000143507/ENSG00000146674/ENSG00000140416/ENSG00000137764/ENSG00000145147/ENSG00000173611/ENSG00000067798/ENSG00000164442/ENSG00000060656/ENSG00000137573/ENSG00000166068/ENSG00000159167/ENSG00000138336/ENSG00000107104/ENSG00000149295/ENSG00000070087/ENSG00000138685/ENSG00000108691/ENSG00000081189/ENSG00000276644/ENSG00000186575/ENSG00000101384/ENSG00000144824/ENSG00000196405/ENSG00000144724/ENSG00000196935/ENSG00000113657/ENSG00000149177/ENSG00000171522/ENSG00000156234/ENSG00000153233/ENSG00000035403/ENSG00000120063/ENSG00000168610/ENSG00000168675/ENSG00000178568/ENSG00000253008/ENSG00000110880/ENSG00000164690/ENSG00000140526/ENSG00000136141/ENSG00000101665/ENSG00000122707/ENSG00000175471/ENSG00000157764/ENSG00000152661/ENSG00000082701/ENSG00000143878/ENSG00000144339/ENSG00000039068/ENSG00000155827/ENSG00000197635/ENSG00000101040/ENSG00000189403/ENSG00000106366/ENSG00000164741/ENSG00000107779/ENSG00000207935/ENSG00000207732/ENSG00000196220",71,"migration",0.267605633802817,"Downregulated"
"GO:0048659","smooth muscle cell proliferation","41/2235","140/15151",0.292857142857143,1.98527005433046,4.87186842399684,7.39932728316397e-06,0.000487682934572171,0.000394217747837468,"ENSG00000137801/ENSG00000162733/ENSG00000259207/ENSG00000173334/ENSG00000115353/ENSG00000253729/ENSG00000146674/ENSG00000140416/ENSG00000197442/ENSG00000146648/ENSG00000136244/ENSG00000150782/ENSG00000115415/ENSG00000078401/ENSG00000138685/ENSG00000291237/ENSG00000081189/ENSG00000114861/ENSG00000096968/ENSG00000140945/ENSG00000145675/ENSG00000166478/ENSG00000106809/ENSG00000148737/ENSG00000178607/ENSG00000170989/ENSG00000168036/ENSG00000120063/ENSG00000170962/ENSG00000087245/ENSG00000140443/ENSG00000168811/ENSG00000104415/ENSG00000064989/ENSG00000207725/ENSG00000152661/ENSG00000177606/ENSG00000197122/ENSG00000107779/ENSG00000121879/ENSG00000115252",41,"proliferation",0.365853658536585,"Mixed"
"GO:0007173","epidermal growth factor receptor signaling pathway","34/2235","108/15151",0.314814814814815,2.1341204739415,4.92022431267999,7.92936736960675e-06,0.000516745289255271,0.000417710257412519,"ENSG00000163235/ENSG00000115380/ENSG00000079385/ENSG00000138193/ENSG00000146648/ENSG00000171150/ENSG00000115355/ENSG00000143322/ENSG00000265491/ENSG00000140945/ENSG00000125398/ENSG00000149177/ENSG00000112851/ENSG00000139174/ENSG00000110395/ENSG00000174808/ENSG00000071051/ENSG00000169398/ENSG00000115904/ENSG00000120899/ENSG00000089006/ENSG00000070159/ENSG00000006451/ENSG00000178568/ENSG00000127947/ENSG00000106541/ENSG00000114423/ENSG00000169891/ENSG00000157764/ENSG00000182585/ENSG00000109458/ENSG00000197122/ENSG00000121879/ENSG00000142273",34,"proliferation",0.470588235294118,"Mixed"
"GO:0010632","regulation of epithelial cell migration","24/2235","65/15151",0.369230769230769,2.50300464636035,5.05139129827314,8.46330668351549e-06,0.00053464562363245,0.000432179965092365,"ENSG00000115353/ENSG00000171444/ENSG00000143507/ENSG00000163513/ENSG00000140285/ENSG00000070087/ENSG00000147459/ENSG00000185950/ENSG00000196405/ENSG00000144724/ENSG00000168615/ENSG00000115310/ENSG00000125398/ENSG00000100644/ENSG00000153233/ENSG00000092969/ENSG00000166974/ENSG00000169398/ENSG00000110880/ENSG00000207725/ENSG00000115109/ENSG00000171132/ENSG00000197122/ENSG00000127603",24,"migration",0.333333333333333,"Mixed"
"GO:0010631","epithelial cell migration","30/2235","92/15151",0.326086956521739,2.21053399474759,4.84455509158661,1.23000686411703e-05,0.000706340575433541,0.000570969314515606,"ENSG00000115353/ENSG00000049130/ENSG00000171444/ENSG00000169554/ENSG00000143507/ENSG00000011426/ENSG00000163513/ENSG00000140285/ENSG00000107104/ENSG00000070087/ENSG00000147459/ENSG00000185950/ENSG00000196405/ENSG00000144724/ENSG00000168615/ENSG00000115310/ENSG00000125398/ENSG00000100644/ENSG00000153233/ENSG00000092969/ENSG00000166974/ENSG00000169398/ENSG00000110880/ENSG00000114251/ENSG00000207725/ENSG00000115109/ENSG00000171132/ENSG00000141646/ENSG00000197122/ENSG00000127603",30,"migration",0.266666666666667,"Downregulated"
"GO:0050920","regulation of chemotaxis","48/2235","177/15151",0.271186440677966,1.83836499450195,4.6669367716762,1.31191357536316e-05,0.000745990072265327,0.000603019924114295,"ENSG00000137801/ENSG00000184304/ENSG00000111913/ENSG00000112902/ENSG00000105976/ENSG00000156026/ENSG00000156299/ENSG00000177119/ENSG00000099250/ENSG00000128052/ENSG00000136244/ENSG00000145147/ENSG00000150630/ENSG00000078401/ENSG00000171951/ENSG00000138685/ENSG00000108691/ENSG00000184371/ENSG00000221866/ENSG00000140945/ENSG00000166949/ENSG00000172939/ENSG00000205542/ENSG00000149177/ENSG00000137845/ENSG00000133789/ENSG00000164251/ENSG00000156234/ENSG00000170989/ENSG00000169398/ENSG00000120899/ENSG00000151490/ENSG00000125266/ENSG00000170962/ENSG00000153310/ENSG00000139116/ENSG00000168811/ENSG00000113578/ENSG00000005810/ENSG00000114251/ENSG00000035664/ENSG00000109743/ENSG00000197635/ENSG00000189403/ENSG00000106366/ENSG00000156427/ENSG00000166086/ENSG00000169429",48,"migration",0.416666666666667,"Mixed"
"GO:0014909","smooth muscle cell migration","25/2235","71/15151",0.352112676056338,2.38696159057252,4.87274853742634,1.45143694542584e-05,0.000801746122235228,0.00064809024109541,"ENSG00000162733/ENSG00000259207/ENSG00000173334/ENSG00000197702/ENSG00000115353/ENSG00000137642/ENSG00000146674/ENSG00000140416/ENSG00000083857/ENSG00000099250/ENSG00000145147/ENSG00000081189/ENSG00000128512/ENSG00000147459/ENSG00000159640/ENSG00000122861/ENSG00000120063/ENSG00000106070/ENSG00000170962/ENSG00000140526/ENSG00000104415/ENSG00000197122/ENSG00000106366/ENSG00000107779/ENSG00000207732",25,"migration",0.32,"Mixed"
"GO:0001764","neuron migration","45/2235","163/15151",0.276073619631902,1.87149503849796,4.65337380697156,1.4767861693631e-05,0.000808052809651507,0.000653188242139349,"ENSG00000182168/ENSG00000165323/ENSG00000092421/ENSG00000066279/ENSG00000134369/ENSG00000099250/ENSG00000131711/ENSG00000152580/ENSG00000133083/ENSG00000173406/ENSG00000075213/ENSG00000149295/ENSG00000067141/ENSG00000081189/ENSG00000138443/ENSG00000132561/ENSG00000066032/ENSG00000122691/ENSG00000187164/ENSG00000171943/ENSG00000129682/ENSG00000163697/ENSG00000008086/ENSG00000187957/ENSG00000150625/ENSG00000168038/ENSG00000150471/ENSG00000156687/ENSG00000077097/ENSG00000100749/ENSG00000168036/ENSG00000168610/ENSG00000118257/ENSG00000136754/ENSG00000180357/ENSG00000178568/ENSG00000134014/ENSG00000158321/ENSG00000004848/ENSG00000109756/ENSG00000147650/ENSG00000198799/ENSG00000153234/ENSG00000148219/ENSG00000152661",45,"migration",0.288888888888889,"Downregulated"
