"chr","start","end","Category","TES_Methylation","GFP_Methylation","Methylation_Diff"
"chr1",59600656,59601595,"Shared",1.84145261886272,0.853549490583704,0.987903128279016
"chr1",59669682,59671417,"Shared",1.20860596406295,0,1.20860596406295
"chr1",59678742,59679221,"Shared",8.34882562955221,2.91324570178986,5.43557992776235
"chr1",59730722,59731465,"Shared",8.44613201387467,0,8.44613201387467
"chr1",59738183,59739241,"Shared",0,1.90491336465895,-1.90491336465895
"chr1",59752607,59753292,"Shared",0,3.8095111791316,-3.8095111791316
"chr1",60448940,60449251,"Shared",0.369864414899777,0,0.369864414899777
"chr1",61337979,61338419,"Shared",1.47488296058984,0,1.47488296058984
"chr1",61951695,61952714,"Shared",5.30705988266889,0,5.30705988266889
"chr1",62295902,62296453,"Shared",6.84174993763799,0,6.84174993763799
"chr1",62299667,62300442,"Shared",1.10855332600702,8.62600383561911,-7.51745050961209
"chr1",63124590,63125202,"Shared",0,0,0
"chr1",63984131,63984760,"Shared",3.49688890245226,4.7303332979717,-1.23344439551944
"chr1",64039547,64039853,"Shared",0,0,0
"chr1",64484617,64484968,"Shared",6.25865611163053,0,6.25865611163053
"chr1",64917328,64917990,"Shared",2.68992301745292,11.9633179861676,-9.27339496871465
"chr1",65425694,65426250,"Shared",3.76685808548165,26.3398961832536,-22.573038097772
"chr1",65469759,65470269,"Shared",4.10594902859742,5.38330346870796,-1.27735444011054
"chr1",65965022,65965569,"Shared",0,0,0
"chr1",67355823,67356185,"Shared",0,3.53647443282703,-3.53647443282703
"chr1",67888448,67889328,"Shared",0.214338928291936,1.76938165844366,-1.55504273015173
"chr1",68384366,68384766,"Shared",0.654033651375711,0,0.654033651375711
"chr1",68826620,68827338,"Shared",1.16725449436066,0.573894590926933,0.593359903433724
"chr1",74534334,74534690,"Shared",0,0,0
"chr1",74618892,74619230,"Shared",0,0,0
"chr1",75275997,75276866,"Shared",8.19960802450947,5.69145118450296,2.50815684000651
"chr1",77322153,77322465,"Shared",4.69232577485398,31.1267401235172,-26.4344143486632
"chr1",77407861,77408444,"Shared",10.0595615334707,0,10.0595615334707
"chr1",77536718,77537171,"Shared",0,0,0
"chr1",77832444,77833291,"Shared",3.63709096188815,14.2463567166958,-10.6092657548077
"chr1",79323238,79323830,"Shared",2.58286323997665,0,2.58286323997665
"chr1",84365433,84366034,"Shared",3.55498796127167,0,3.55498796127167
"chr1",84908639,84909116,"Shared",0,6.52228134346806,-6.52228134346806
"chr1",85297926,85298532,"Shared",0,6.79786179368146,-6.79786179368146
"chr1",85313876,85314430,"Shared",0.283532426163957,0,0.283532426163957
"chr1",85343348,85344726,"Shared",1.52149380247519,7.48062081229782,-5.95912700982263
"chr1",85361058,85361596,"Shared",3.23090196938594,0,3.23090196938594
"chr1",85375277,85376199,"Shared",4.86457985064836,2.7319924880469,2.13258736260147
"chr1",85550804,85551459,"Shared",3.6781416869745,13.4887585872557,-9.81061690028121
"chr1",85581319,85582504,"Shared",4.86498815012219,0,4.86498815012219
"chr1",85611519,85612237,"Shared",7.87894162747061,0,7.87894162747061
"chr1",85617614,85618056,"Shared",5.13878521370296,0,5.13878521370296
"chr1",85623013,85623559,"Shared",4.20010656325429,7.12442980387965,-2.92432324062536
"chr1",85628768,85629540,"Shared",3.84069998915106,7.41393939335318,-3.57323940420212
"chr1",86137402,86137963,"Shared",4.33068033130143,0,4.33068033130143
"chr1",86201023,86201949,"Shared",1.2448511051643,0,1.2448511051643
"chr1",87224197,87224678,"Shared",1.04471698935101,0,1.04471698935101
"chr1",87225924,87226767,"Shared",0,0,0
"chr1",87399361,87399980,"Shared",1.52284351471932,0,1.52284351471932
"chr1",89271564,89272045,"Shared",9.79420119796056,0,9.79420119796056
"chr1",89499512,89500081,"Shared",5.88951565926535,0,5.88951565926535
"chr1",89808407,89808843,"Shared",0,0,0
"chr1",89890067,89890960,"Shared",0.633666428943608,10.6157660516316,-9.98209962268804
"chr1",89906505,89907133,"Shared",1.55108915489694,0,1.55108915489694
"chr1",89939041,89939788,"Shared",1.54274996589212,0,1.54274996589212
"chr1",90315482,90315835,"Shared",4.88973294274282,0,4.88973294274282
"chr1",90370770,90371430,"Shared",2.69806196758138,6.242514536709,-3.54445256912762
"chr1",92030765,92031072,"Shared",4.08728562392198,0,4.08728562392198
"chr1",92934585,92935077,"Shared",0,11.4851996942176,-11.4851996942176
"chr1",92950071,92950684,"Shared",5.53580899813276,0,5.53580899813276
"chr1",93623582,93624193,"Shared",9.44504208034939,10.8251752853394,-1.38013320498996
"chr1",93625433,93625943,"Shared",0,0,0
"chr1",93635628,93636512,"Shared",1.9321853810111,0,1.9321853810111
"chr1",93692551,93693016,"Shared",3.15171237667231,0,3.15171237667231
"chr1",93701503,93702021,"Shared",0,0,0
"chr1",93758892,93759316,"Shared",2.96207993451287,0,2.96207993451287
"chr1",93779597,93780235,"Shared",4.41626491158594,6.95968187359017,-2.54341696200423
"chr1",94295709,94296274,"Shared",0,0.0810031823471662,-0.0810031823471662
"chr1",94300071,94300542,"Shared",0,9.71351720518985,-9.71351720518985
"chr1",94579934,94580341,"Shared",0,0,0
"chr1",94622521,94623207,"Shared",3.20675545904834,1.00104369450865,2.20571176453969
"chr1",94689985,94690330,"Shared",17.5855144875587,17.6235767651156,-0.0380622775568433
"chr1",94783335,94783876,"Shared",7.16151670336284,0,7.16151670336284
"chr1",94863487,94864404,"Shared",1.8741555141208,3.74573539285099,-1.87157987873019
"chr1",94925407,94926339,"Shared",4.04784567486435,1.32678524397577,2.72106043088858
"chr1",95023738,95024033,"Shared",0,0,0
"chr1",95035456,95035883,"Shared",0,0,0
"chr1",96362597,96363014,"Shared",8.08134675824471,0,8.08134675824471
"chr1",96598271,96598983,"Shared",3.86962431577279,28.6147137678021,-24.7450894520293
"chr1",97145261,97145964,"Shared",7.18252845243974,0,7.18252845243974
"chr1",97384394,97385223,"Shared",1.76951562352927,0,1.76951562352927
"chr1",98323968,98324312,"Shared",0,0,0
"chr1",98326060,98326410,"Shared",0,0,0
"chr1",98496317,98496680,"Shared",4.89950263893211,0,4.89950263893211
"chr1",99495992,99496452,"Shared",0,0,0
"chr1",99570366,99570934,"Shared",0.0737483287737533,13.4965125286726,-13.4227641998988
"chr1",99590730,99591234,"Shared",2.07736629070622,1.99732995363745,0.0800363370687658
"chr1",100597161,100597597,"Shared",4.4891552783259,13.1143800399396,-8.62522476161372
"chr1",100713694,100714060,"Shared",7.63219846886575,0,7.63219846886575
"chr1",101174671,101175252,"Shared",1.44202058667579,4.33269599049362,-2.89067540381782
"chr1",101592927,101593268,"Shared",0,0,0
"chr1",101653535,101654041,"Shared",3.31067448301898,0,3.31067448301898
"chr1",103220670,103221098,"Shared",2.00521048521384,0,2.00521048521384
"chr1",107936581,107936941,"Shared",4.94021872734429,0,4.94021872734429
"chr1",109783460,109784056,"Shared",0,4.60781921693428,-4.60781921693428
"chr1",111538341,111538918,"Shared",0,0,0
"chr1",111778283,111779109,"Shared",2.76538397755559,12.7509239593469,-9.9855399817913
"chr1",112026917,112027566,"Shared",0,0,0
"chr1",112403980,112404846,"Shared",3.38799992509642,3.70166791764098,-0.313667992544559
"chr1",112513242,112513734,"Shared",0.0851172394974962,0,0.0851172394974962
"chr1",112515578,112516023,"Shared",6.86833428695063,12.6441496776358,-5.77581539068522
"chr1",114320505,114320983,"Shared",0,9.23656120379932,-9.23656120379932
"chr1",115133443,115133994,"Shared",5.20732213448787,0,5.20732213448787
"chr1",115190002,115190487,"Shared",4.8999770521627,0,4.8999770521627
"chr1",115302419,115302949,"Shared",3.79323990241731,7.77081376415188,-3.97757386173457
"chr1",115545319,115546569,"Shared",7.06926204031892,2.56542452805334,4.50383751226558
"chr1",115705230,115705863,"Shared",5.62592732041416,0,5.62592732041416
"chr1",115706576,115706990,"Shared",9.10033977462585,9.39051350053535,-0.290173725909497
"chr1",115748381,115749106,"Shared",0.144499996805322,6.06252135389764,-5.91802135709232
"chr1",115782841,115783550,"Shared",1.62531968237649,0,1.62531968237649
"chr1",115865850,115866387,"Shared",10.7441648603815,0,10.7441648603815
"chr1",116207280,116207632,"Shared",0,0,0
"chr1",116346943,116347475,"Shared",5.27487342934671,23.0099543487377,-17.735080919391
"chr1",116487963,116488405,"Shared",5.20982832725645,0,5.20982832725645
"chr1",116508877,116509775,"Shared",4.5510265957129,0.127496666319511,4.42352992939339
"chr1",116777803,116778316,"Shared",9.51098802024752,11.417358606242,-1.9063705859945
"chr1",116820253,116820705,"Shared",0,14.8271586689728,-14.8271586689728
"chr1",117093158,117093516,"Shared",13.4420725362879,0,13.4420725362879
"chr1",117095027,117095765,"Shared",5.25244778644732,4.34282284789543,0.909624938551887
"chr1",117121714,117122189,"Shared",0,0,0
"chr1",117146758,117148127,"Shared",3.59899412280452,10.4412623607329,-6.8422682379284
"chr1",117169878,117170386,"Shared",4.30757613266381,7.65631257902194,-3.34873644635813
"chr1",117171864,117172465,"Shared",6.09922922330837,1.33278491885163,4.76644430445674
"chr1",117231868,117232961,"Shared",3.6727019454705,5.46904758474291,-1.79634563927241
"chr1",117839030,117839413,"Shared",12.3483888506889,5.4324868619442,6.91590198874474
"chr1",118122403,118123208,"Shared",9.57957736789145,5.97272844527555,3.6068489226159
"chr1",118147384,118148342,"Shared",6.91357899209382,9.80064038066844,-2.88706138857463
"chr1",118158888,118159288,"Shared",8.39779208366413,0,8.39779208366413
"chr1",118325614,118326051,"Shared",2.49094082557992,12.6133873299377,-10.1224465043577
"chr1",118339108,118339627,"Shared",0,2.77731872705313,-2.77731872705313
"chr1",118862284,118863294,"Shared",5.68633357047091,19.3640217540526,-13.6776881835817
"chr1",119008850,119009541,"Shared",21.587740749293,18.3192544452028,3.2684863040902
"chr1",119080483,119081028,"Shared",4.57286912966997,3.6107293572618,0.962139772408175
"chr1",119279286,119279880,"Shared",0,0,0
"chr1",119554134,119554481,"Shared",4.16010508044013,12.5818149303568,-8.42170984991666
"chr1",119673460,119675260,"Shared",8.39953150264691,23.9549495817753,-15.5554180791284
"chr1",119787885,119788405,"Shared",0,14.9599475091799,-14.9599475091799
"chr1",144998752,144999021,"Shared",0,0,0
"chr1",147166911,147167884,"Shared",4.17903918945814,12.8035080144048,-8.62446882494666
"chr1",147676004,147677094,"Shared",3.65395592288289,2.94165543959187,0.712300483291024
"chr1",148372162,148372565,"Shared",0,0,0
"chr1",149995846,149996259,"Shared",4.51047996852709,33.9982831374459,-29.4878031689188
"chr1",151199901,151200513,"Shared",12.0308974174263,9.34906223664276,2.68183518078354
"chr1",151314156,151314498,"Shared",0.764628262978601,0,0.764628262978601
"chr1",154474787,154475066,"Shared",0,0,0
"chr1",155763511,155763834,"Shared",3.23786111525547,0,3.23786111525547
"chr1",158010452,158011746,"Shared",2.51128720316648,3.18633367472174,-0.67504647155526
"chr1",158028932,158029292,"Shared",0,0,0
"chr1",158145014,158145574,"Shared",0,0,0
"chr1",162092031,162092491,"Shared",3.64102378067381,0,3.64102378067381
"chr1",162213324,162214100,"Shared",2.56529337957866,1.18012358323027,1.38516979634839
"chr1",162249034,162249329,"Shared",0,0,0
"chr1",162538709,162539388,"Shared",2.12899495293112,6.00066809934728,-3.87167314641616
"chr1",162676029,162676430,"Shared",5.21925361595344,0.684295540425315,4.53495807552812
"chr1",162690772,162691396,"Shared",5.69015555419922,0,5.69015555419922
"chr1",163035706,163036260,"Shared",2.83532426163957,12.1847759968526,-9.34945173521299
"chr1",164611565,164612258,"Shared",4.68604744683082,0,4.68604744683082
"chr1",167763575,167764068,"Shared",2.03867849743801,0,2.03867849743801
"chr1",168261442,168261769,"Shared",10.4906728558424,1.32790887646559,9.16276397937682
"chr1",168483576,168483952,"Shared",6.81756350975138,0,6.81756350975138
"chr1",168708998,168710192,"Shared",1.31682423866942,6.75247950853164,-5.43565526986222
"chr1",168918983,168919546,"Shared",4.76173606493794,7.31613849071746,-2.55440242577952
"chr1",169999300,169999850,"Shared",3.23669502826005,0,3.23669502826005
"chr1",170296688,170297077,"Shared",0,0,0
"chr1",170585818,170586891,"Shared",1.78752146886048,0,1.78752146886048
"chr1",170592549,170593096,"Shared",0.0765740888832259,0,0.0765740888832259
"chr1",170698599,170699368,"Shared",3.65130849070363,4.70386531879376,-1.05255682809012
"chr1",170895721,170896246,"Shared",5.78382136703897,5.92709217144056,-0.143270804401586
"chr1",171127362,171128106,"Shared",5.49175042274014,0,5.49175042274014
"chr1",171434870,171435433,"Shared",0,0,0
"chr1",172254550,172255727,"Shared",2.76961598291057,0,2.76961598291057
"chr1",172460919,172461322,"Shared",0,0,0
"chr1",172638884,172639708,"Shared",5.06096788810961,0,5.06096788810961
"chr1",172902815,172903270,"Shared",0,3.3179329821938,-3.3179329821938
"chr1",172969694,172970614,"Shared",0.728995423622421,1.59297463482288,-0.863979211200462
"chr1",173267205,173267881,"Shared",5.95039542351727,6.4674520168558,-0.517056593338532
"chr1",173507243,173507987,"Shared",2.95710334521812,0,2.95710334521812
"chr1",176183645,176184038,"Shared",4.79270547779683,3.25821937522307,1.53448610257376
"chr1",178238747,178239389,"Shared",2.98568904752123,2.81646679274587,0.16922225477536
"chr1",178344593,178345143,"Shared",0,0,0
"chr1",179175161,179175938,"Shared",0.107873519465978,0.883955036153524,-0.776081516687545
"chr1",180510288,180510763,"Shared",5.57593916243866,5.10490223539978,0.471036927038882
"chr1",180570917,180571594,"Shared",6.49863577873658,0,6.49863577873658
"chr1",181135747,181136389,"Shared",3.26304813936747,1.03389287328646,2.22915526608101
"chr1",182186043,182186760,"Shared",4.06185868457167,0,4.06185868457167
"chr1",182215617,182216237,"Shared",13.9368858030261,0,13.9368858030261
"chr1",182289915,182290534,"Shared",3.95939313827022,0,3.95939313827022
"chr1",182752209,182753112,"Shared",4.66511206500298,0,4.66511206500298
"chr1",183097382,183097744,"Shared",3.72809991757732,0,3.72809991757732
"chr1",183278946,183279755,"Shared",2.59029623902874,0,2.59029623902874
"chr1",183402896,183404034,"Shared",5.06574615666069,10.8682341738894,-5.80248801722874
"chr1",183757067,183757450,"Shared",4.91751551628113,0,4.91751551628113
"chr1",184056918,184057623,"Shared",9.06417987164289,0.422111484214199,8.6420683874287
"chr1",184887883,184889058,"Shared",0.517398457948853,0,0.517398457948853
"chr1",184966162,184966855,"Shared",4.30814039466704,3.96378684799678,0.34435354667026
"chr1",185483907,185484453,"Shared",2.30143322151365,0,2.30143322151365
"chr1",185565110,185565629,"Shared",1.61395381047175,9.69857333256648,-8.08461952209473
"chr1",185646204,185646776,"Shared",4.44893550373497,0,4.44893550373497
"chr1",188027640,188028017,"Shared",0,9.76388359069824,-9.76388359069824
"chr1",192550835,192551399,"Shared",0.538460696060046,0,0.538460696060046
"chr1",192569992,192570520,"Shared",0,20.8005484741442,-20.8005484741442
"chr1",193211612,193211921,"Shared",4.39932570918914,31.7977069731682,-27.398381263979
"chr1",197321019,197321556,"Shared",3.70489397013498,0,3.70489397013498
"chr1",197700784,197701227,"Shared",0,29.4809906332342,-29.4809906332342
"chr1",198155203,198155548,"Shared",7.03422127431528,30.7419028530231,-23.7076815787078
"chr1",198669055,198669314,"Shared",0,4.93745551476112,-4.93745551476112
"chr1",198776562,198776936,"Shared",2.60168322753906,11.553645904541,-8.95196267700195
"chr1",199613179,199613500,"Shared",0,2.27815161284453,-2.27815161284453
"chr1",200224405,200224713,"Shared",0,10.6087954252669,-10.6087954252669
"chr1",201760477,201761041,"Shared",3.76921240882536,0,3.76921240882536
"chr1",201849911,201850471,"Shared",0,0,0
"chr1",205226452,205227177,"Shared",1.71954996198334,0,1.71954996198334
"chr1",205300679,205302045,"Shared",2.45576000422915,0,2.45576000422915
"chr1",205354849,205355584,"Shared",1.28283013468203,0,1.28283013468203
"chr1",205933470,205934493,"Shared",0,9.08897450566292,-9.08897450566292
"chr1",208203199,208204327,"Shared",0,0,0
"chr1",208254762,208255250,"Shared",0,7.50066277439609,-7.50066277439609
"chr1",208510232,208510722,"Shared",17.3918546843674,0,17.3918546843674
"chr1",209246589,209247110,"Shared",2.61262637902037,0,2.61262637902037
"chr1",209364777,209365103,"Shared",16.361598466879,13.3196975987986,3.04190086808044
"chr1",209432925,209434280,"Shared",2.01149110597144,6.08600155090512,-4.07451044493369
"chr1",210262484,210263108,"Shared",3.47451976318359,0,3.47451976318359
"chr1",211944864,211945409,"Shared",0,0,0
"chr1",212161080,212161651,"Shared",3.11786531568407,0,3.11786531568407
"chr1",212561509,212562214,"Shared",3.26904675102774,0,3.26904675102774
"chr1",213326399,213327533,"Shared",6.22046873790052,3.4335357733235,2.78693296457702
"chr1",214107959,214108387,"Shared",3.91261529811335,34.0385664737586,-30.1259511756452
"chr1",214135978,214136428,"Shared",5.81524377387273,0,5.81524377387273
"chr1",214445831,214446217,"Shared",0,3.19868559923591,-3.19868559923591
"chr1",214446814,214447709,"Shared",2.22459035260337,20.4166541695595,-18.1920638169561
"chr1",215114009,215114826,"Shared",4.4373864544633,15.7496870922284,-11.3123006377652
"chr1",215475619,215476411,"Shared",5.82079575912649,8.96142394365308,-3.1406281845266
"chr1",217029345,217030107,"Shared",0,0,0
"chr1",218376950,218377735,"Shared",0,0,0
"chr1",218459622,218460759,"Shared",0,7.65473739543573,-7.65473739543573
"chr1",218479609,218480806,"Shared",4.81625208273555,7.11827297560958,-2.30202089287403
"chr1",218706061,218706457,"Shared",0,0,0
"chr1",218779253,218779779,"Shared",2.36886768956338,0,2.36886768956338
"chr1",218869252,218869701,"Shared",2.35457928127713,4.63572212219238,-2.28114284091526
"chr1",219555341,219556303,"Shared",6.78681823001596,0.47609347049321,6.31072475952275
"chr1",219771052,219771648,"Shared",2.72370970708441,0,2.72370970708441
"chr1",221718292,221719213,"Shared",1.24022372529202,8.52808883650443,-7.28786511121241
"chr1",221725126,221725480,"Shared",0,0,0
"chr1",221994382,221995708,"Shared",2.21356136779095,7.22094231543006,-5.0073809476391
"chr1",222798163,222798797,"Shared",0,0,0
"chr1",222817613,222817987,"Shared",0,10.6978202819824,-10.6978202819824
"chr1",222824719,222825237,"Shared",0.444692475717651,11.042341331526,-10.5976488558084
"chr1",222866978,222867609,"Shared",5.64370420914662,0,5.64370420914662
"chr1",222994406,222995765,"Shared",6.01671356313369,7.92223983652451,-1.90552627339083
"chr1",223190074,223190857,"Shared",2.40857902838259,0,2.40857902838259
"chr1",223661707,223662250,"Shared",2.77694993860581,0,2.77694993860581
"chr1",223701043,223701557,"Shared",0.977773958965413,0,0.977773958965413
"chr1",224087316,224087847,"Shared",0,0,0
"chr1",224502598,224503185,"Shared",0,0,0
"chr1",224506007,224506527,"Shared",1.81221301175811,2.3759896979451,-0.563776686186983
"chr1",224542689,224543297,"Shared",0,0,0
"chr1",224593043,224593427,"Shared",9.70045823927049,8.81230464786678,0.888153591403713
"chr1",224637502,224638220,"Shared",2.91813623590164,13.0720434600024,-10.1539072241007
"chr1",224739829,224740557,"Shared",2.15858019919062,3.14456798412182,-0.985987784931198
"chr1",225508623,225509049,"Shared",5.08565539107669,3.1674710436783,1.91818434739839
"chr1",225655332,225656287,"Shared",1.63505676301453,0,1.63505676301453
"chr1",225670488,225671679,"Shared",6.00222257319713,0,6.00222257319713
"chr1",225691246,225692457,"Shared",9.12308417216386,6.9414846999417,2.18159947222216
"chr1",225699850,225701448,"Shared",1.24654969101477,5.73455925059363,-4.48800955957886
"chr1",227431854,227432200,"Shared",5.13953590942735,0,5.13953590942735
"chr1",229921279,229921884,"Shared",4.67405713273354,4.53938625826694,0.134670874466598
"chr1",230104653,230105297,"Shared",0,0,0
"chr1",230849249,230850381,"Shared",3.51849252106548,0,3.51849252106548
"chr1",232426528,232427192,"Shared",4.30670832583779,4.48136402789811,-0.174655702060327
"chr1",232472406,232473698,"Shared",2.83970991401643,0,2.83970991401643
"chr1",233074876,233075421,"Shared",1.84451864053915,20.4048051799173,-18.5602865393782
"chr1",233112906,233113888,"Shared",1.70754014536178,5.55024246572842,-3.84270232036664
"chr1",233367251,233367677,"Shared",5.08564377724426,0,5.08564377724426
"chr1",233884525,233885796,"Shared",1.53401741891537,7.85756341466364,-6.32354599574827
"chr1",234495042,234496026,"Shared",25.1988967818052,7.91282653808594,17.2860702437193
"chr1",234515396,234516143,"Shared",1.5848189981226,0,1.5848189981226
"chr1",234523202,234523826,"Shared",0,0,0
"chr1",234743914,234744356,"Shared",0.639388021981474,0,0.639388021981474
"chr1",234772365,234772721,"Shared",1.64559996361826,0,1.64559996361826
"chr1",234925763,234926405,"Shared",6.1671378460494,0,6.1671378460494
"chr1",235017989,235018679,"Shared",4.31164347625158,18.3457812131228,-14.0341377368712
"chr1",235067418,235068661,"Shared",0,0,0
"chr1",235908814,235909215,"Shared",7.15037572680421,0,7.15037572680421
"chr1",235910464,235910856,"Shared",0,3.84981536865234,-3.84981536865234
"chr1",235920058,235920579,"Shared",4.66253323025174,7.59738468301707,-2.93485145276534
"chr1",238110998,238111578,"Shared",0,25.8042136896498,-25.8042136896498
"chr1",238178003,238178593,"Shared",2.53835882712944,9.03767993365448,-6.49932110652504
"chr1",238960025,238960600,"Shared",0,8.35768587059445,-8.35768587059445
"chr1",239772448,239772807,"Shared",3.40947742462158,0,3.40947742462158
"chr1",243440427,243440840,"Shared",8.86891793513644,25.4710334740975,-16.6021155389611
"chr1",243491134,243491767,"Shared",11.1194510956292,0,11.1194510956292
"chr1",243513859,243514441,"Shared",3.23898106046647,0,3.23898106046647
"chr1",244104281,244104853,"Shared",6.59099478996237,0,6.59099478996237
