"pathway","description","pval","padj","log2err","ES","NES","size","leadingEdge","category"
"GO:0071459","protein localization to chromosome, centromeric region",8.34888641341364e-11,3.04838715169765e-08,0.839088935621274,-0.772913367194677,-2.54055058174045,39,"H2AC4;H4C1;H4C5;H4C3;H4C4;H2AC8;TTK;AURKB;H4C2;H4C16;H4C8;CDK1;KNL1;BUB1B;H4C6;CENPA;HASPIN;H4C14;H4C9;SPDL1;H4C15","Proliferation"
"GO:0007080","mitotic metaphase chromosome alignment",9.74046634703716e-11,3.34728261172889e-08,0.839088935621274,-0.69131542678855,-2.48307901731903,61,"CDCA8;TTK;AURKB;BIRC5;KIFC1;CCNB1;NDC80;SKA3;CDK1;CDCA5;NUF2;KIF18A;SKA2;KIF22;CENPE;INCENP;KIF14;CDT1;SPDL1;KIF2C","Proliferation"
"GO:1902850","microtubule cytoskeleton organization involved in mitosis",1.90160628752904e-10,6.17176885096925e-08,0.826657301178302,-0.523941871803017,-2.19936354038725,161,"DLGAP5;CDCA8;TTK;AURKB;BIRC5;KIFC1;SPC25;CCNB1;MYBL2;CDC20;NDC80;KIF23;TPX2;AURKA;CDK1;ESPL1;NUF2;NEK2;PLK1;KIF15;NUSAP1;CENPJ;GNAI1;RIPOR2;WDR62;CENPA;RAN;UHRF1;CENPE;PLK2;BORA;MZT1;GPSM2;INCENP;TACC3;SPDL1;PRC1;TUBG1;PKD1;DYNC1H1;NEK6;RACGAP1;CEP126;HSPA1A;CENPH;MAD2L1","Migration"
"GO:0051303","establishment of chromosome localization",2.0419420451513e-10,6.27843443567046e-08,0.826657301178302,-0.586521111587973,-2.34283998968349,110,"CDCA8;TTK;AURKB;BIRC5;KIFC1;SPC25;SPC24;CCNB1;ZWINT;NDC80;SKA3;CDK1;KNL1;CDCA5;NUF2;NEK2;SGO1;ECT2;SPAG5;KIF18A;DSN1;FAM83D;SKA2;KIF22;CENPE;KNSTRN;INCENP;KIF14;CDT1;SPDL1;KIF2C;CENPF;DYNC1H1;RACGAP1","Proliferation"
"GO:1905818","regulation of chromosome separation",2.36593836269411e-10,6.9109059574295e-08,0.814035837847908,-0.650697543804422,-2.43506215967516,75,"DLGAP5;CDCA8;UBE2C;TTK;AURKB;BIRC5;SPC25;SPC24;CCNB1;ZWINT;CDC20;NDC80;SKA3;KNL1;ESPL1;NUF2;NCAPG;PLK1;BUB1B;BUB1;NCAPG2;HASPIN;INCENP;NCAPD2;SPDL1","Proliferation"
"GO:1901990","regulation of mitotic cell cycle phase transition",5.05691311382372e-10,1.40678506718848e-07,0.801215574617779,-0.419862488761638,-1.89790048093468,326,"DDR2;DLGAP5;RRM2;CDCA8;UBE2C;CDC25C;GTSE1;TTK;AURKB;BIRC5;SPC25;SPC24;E2F7;CCNB1;ZWINT;CDC20;NDC80;DACT1;CCL2;AURKA;SKA3;CDK1;KNL1;ESPL1;CDCA5;NUF2;PLK1;DTL;CDK6;ANXA1;CENPJ;BUB1B;ANLN;PKD2;BUB1;PLCB1;HASPIN;NBN;CDC25A;PRKDC;DBF4B;CENPE;PLK2;KCNH5;RNASEH2B;MIR221;MIR222;TICRR;PKMYT1;BRCA1;CDK2;TFAP4;EGFR;BARD1;INCENP;KIF14;CHEK1;JADE1;CDC6;SPDL1;CDKN2D;CCNH;PRMT2;KANK2;RIOK2;CENPF;ERCC2;PKD1;NEK6;RAD50;SLFN11;PBX1;BCL7A;ACTB;TRIP13;MAD2L1;BABAM2;CCND1;TFDP1;CDC25B;DPF2;RDX;EZH2;FBXO5;RFWD3;PTPN6;RPS27L;DLG1;ETAA1","Proliferation"
"GO:0007052","mitotic spindle organization",6.65497287488484e-10,1.69036311022075e-07,0.801215574617779,-0.545561157392395,-2.23386398587942,131,"DLGAP5;CDCA8;TTK;AURKB;BIRC5;KIFC1;SPC25;CCNB1;MYBL2;CDC20;NDC80;KIF23;TPX2;AURKA;NUF2;NEK2;PLK1;KIF15;CENPJ;GNAI1;RIPOR2;WDR62;RAN;UHRF1;CENPE;PLK2;BORA;MZT1;GPSM2;INCENP;TACC3;PRC1;TUBG1;PKD1;DYNC1H1;NEK6;RACGAP1;CEP126;HSPA1A;CENPH","Proliferation"
"GO:0000075","cell cycle checkpoint signaling",1.24177425253569e-09,3.02268549304729e-07,0.788186810800237,-0.474075129227858,-2.034669090554,199,"CDCA8;GTSE1;TTK;BRCA2;AURKB;BIRC5;SPC25;SPC24;E2F7;CCNB1;ZWINT;CDC20;NDC80;SKA3;CDK1;KNL1;FANCD2;NUF2;PLK1;DTL;BUB1B;FBXO4;UFL1;CDC45;BUB1;HASPIN;NBN;PRKDC;PLK2;RNASEH2B;TICRR;BRCA1;CDK2;BARD1;INCENP;CHEK1;CDC6;STK33;CDT1;SPDL1;RHNO1;BRIP1;WDR76;CENPF;RAD50;RAD51;TRIP13;H2AX;MAD2L1;BABAM2;CCND1;EIF2AK4;RFWD3;CRY1;RPS27L;ETAA1;MAD1L1;PABIR1;APC;XPC","Signaling"
"GO:0031577","spindle checkpoint signaling",1.39373518640509e-09,3.2568803835914e-07,0.788186810800237,-0.707912606684582,-2.4484250596258,49,"CDCA8;TTK;AURKB;BIRC5;SPC25;SPC24;CCNB1;ZWINT;CDC20;NDC80;SKA3;KNL1;NUF2;PLK1;BUB1B;BUB1;HASPIN;INCENP;SPDL1;CENPF","Signaling"
"GO:0033047","regulation of mitotic sister chromatid segregation",3.79792330665499e-09,7.69265761355046e-07,0.761460801445585,-0.675404022138838,-2.39981965072209,57,"CDCA8;TTK;AURKB;BIRC5;SPC25;SPC24;CCNB1;ZWINT;CDC20;NDC80;SKA3;CDK1;KNL1;NUF2;PLK1;BUB1B;BUB1;HASPIN","Proliferation"
"GO:0034502","protein localization to chromosome",3.81867632305654e-09,7.69265761355046e-07,0.761460801445585,-0.54514870715129,-2.21315814798296,123,"H2AC4;H4C1;H1-5;H4C5;H4C3;H4C4;H2AC8;TTK;BRCA2;AURKB;H4C2;H4C16;H4C8;CDK1;KNL1;PLK1;BUB1B;H4C6;CENPA;HASPIN;NBN;H4C14;H4C9;APLF;SPDL1;SLF2;RHNO1;MMS22L;H4C15;MACROH2A2;FAM47E;ESCO2;H2AX;EZH2;SMC5;VRK1;GNL3L;ESR1;CCT6A;RB1;XRCC5;PML;MDC1","Proliferation"
"GO:0051983","regulation of chromosome segregation",3.8181294692484e-09,7.69265761355046e-07,0.761460801445585,-0.529042909335266,-2.1623109394806,130,"DLGAP5;CDCA8;UBE2C;TTK;MKI67;AURKB;BIRC5;SPC25;SPC24;CCNB1;ZWINT;CDC20;NDC80;SKA3;CDK1;KNL1;ESPL1;NUF2;NCAPG;PLK1;BUB1B;BUB1;NCAPG2;CDCA2;HASPIN;CENPE;INCENP;TACC3;CDC6;NCAPD2;SPDL1;KIF2C;ANAPC1;RIOK2;CENPF;NEK6;PLSCR1;BCL7A;ACTB;TRIP13;MAD2L1;DPF2;FBXO5;SMC5;MAD1L1;APC;RB1;PHF10;XRCC3","Proliferation"
"GO:0045104","intermediate filament cytoskeleton organization",5.20497694956167e-09,9.80886301269009e-07,0.761460801445585,0.687356711148059,2.23452521637042,68,"KRT14;KRT17;KRT6A;KRT9;KRT35;KRT16;KRT75;KRT32;KRT19;KRT36;KRT5;KRT37;KRT38;KRT15;KRT31;KRT39;KRT13;DES;KRT85;KRT20;SHH;ATP8A2;TCHH;PPL;KRT12;FAM83H;NEFM;KRT23","Migration"
"GO:0007094","mitotic spindle assembly checkpoint signaling",6.2962651684699e-09,1.05093660326289e-06,0.761460801445585,-0.708816445695423,-2.44054943976416,48,"CDCA8;TTK;AURKB;BIRC5;SPC25;SPC24;CCNB1;ZWINT;CDC20;NDC80;SKA3;KNL1;NUF2;PLK1;BUB1B;BUB1;HASPIN;INCENP;SPDL1;CENPF","Signaling"
"GO:0071173","spindle assembly checkpoint signaling",6.2962651684699e-09,1.05093660326289e-06,0.761460801445585,-0.708816445695423,-2.44054943976416,48,"CDCA8;TTK;AURKB;BIRC5;SPC25;SPC24;CCNB1;ZWINT;CDC20;NDC80;SKA3;KNL1;NUF2;PLK1;BUB1B;BUB1;HASPIN;INCENP;SPDL1;CENPF","Signaling"
"GO:0071174","mitotic spindle checkpoint signaling",6.2962651684699e-09,1.05093660326289e-06,0.761460801445585,-0.708816445695423,-2.44054943976416,48,"CDCA8;TTK;AURKB;BIRC5;SPC25;SPC24;CCNB1;ZWINT;CDC20;NDC80;SKA3;KNL1;NUF2;PLK1;BUB1B;BUB1;HASPIN;INCENP;SPDL1;CENPF","Signaling"
"GO:2001251","negative regulation of chromosome organization",6.70291577790681e-09,1.08773427707032e-06,0.761460801445585,-0.577136328081439,-2.26249631001087,98,"CDCA8;TTK;AURKB;BIRC5;SPC25;TOP2A;SPC24;CCNB1;ZWINT;CDC20;NDC80;SKA3;KNL1;ESPL1;NUF2;PLK1;PIF1;BUB1B;BUB1;HASPIN;NBN;INCENP;XRCC1;SPDL1;CENPF;RAD50;TRIP13;MAD2L1;STN1;FBXO5;MAD1L1;APC;GNL3L","Proliferation"
"GO:0010948","negative regulation of cell cycle process",1.07304902013749e-08,1.41669343403761e-06,0.747739663149885,-0.408340682442539,-1.82711807278104,296,"CDCA8;GTSE1;TTK;BRCA2;AURKB;BIRC5;SPC25;SPC24;E2F7;CCNB1;ZWINT;CDC20;NDC80;DACT1;TMSB4X;CCL2;SKA3;CDK1;KNL1;ESPL1;FANCD2;NUF2;NEK2;E2F8;PLK1;DTL;BUB1B;FBXO4;PKD2;UFL1;CDC45;BUB1;HASPIN;NBN;PRKDC;PLK2;RNASEH2B;TICRR;PKMYT1;BRCA1;CDK2;BARD1;INCENP;MDM1;CHEK1;JADE1;CDC6;STK33;CDT1;SPDL1;TOM1L1;RHNO1;BRIP1;CDKN2D;PRMT2;KANK2;WDR76;CENPF;RBM14;RAD50;SLFN11;CENATAC;RAD51;TRIP13;H2AX;MAD2L1;BABAM2;CCND1;EIF2AK4;LIF;EZH2;FBXO5;RFWD3;CRY1;RPS27L;DLG1;ETAA1;MAD1L1;PABIR1;APC;CCNF;XPC;MYO16;GPR132;RB1;APBB2","Proliferation"
"GO:0030071","regulation of mitotic metaphase/anaphase transition",1.07672509209377e-08,1.41669343403761e-06,0.747739663149885,-0.575470245574478,-2.22870094361891,92,"DLGAP5;CDCA8;UBE2C;TTK;AURKB;BIRC5;SPC25;SPC24;CCNB1;ZWINT;CDC20;NDC80;SKA3;KNL1;ESPL1;NUF2;PLK1;BUB1B;BUB1;HASPIN;CENPE;INCENP;CDC6;SPDL1;RIOK2;CENPF;NEK6;BCL7A;ACTB;TRIP13;MAD2L1;DPF2;FBXO5;MAD1L1;APC;RB1;PHF10;XRCC3","Proliferation"
"GO:0033048","negative regulation of mitotic sister chromatid segregation",1.1397567853435e-08,1.41669343403761e-06,0.747739663149885,-0.693374344813911,-2.40223905557193,50,"CDCA8;TTK;AURKB;BIRC5;SPC25;SPC24;CCNB1;ZWINT;CDC20;NDC80;SKA3;KNL1;NUF2;PLK1;BUB1B;BUB1;HASPIN;INCENP;SPDL1;CENPF;TRIP13;MAD2L1;FBXO5;MAD1L1;APC","Proliferation"
"GO:0045841","negative regulation of mitotic metaphase/anaphase transition",1.1397567853435e-08,1.41669343403761e-06,0.747739663149885,-0.693374344813911,-2.40223905557193,50,"CDCA8;TTK;AURKB;BIRC5;SPC25;SPC24;CCNB1;ZWINT;CDC20;NDC80;SKA3;KNL1;NUF2;PLK1;BUB1B;BUB1;HASPIN;INCENP;SPDL1;CENPF;TRIP13;MAD2L1;FBXO5;MAD1L1;APC","Proliferation"
"GO:0051985","negative regulation of chromosome segregation",9.53534850101321e-09,1.41669343403761e-06,0.747739663149885,-0.691078765023794,-2.40838007973078,52,"CDCA8;TTK;AURKB;BIRC5;SPC25;SPC24;CCNB1;ZWINT;CDC20;NDC80;SKA3;KNL1;NUF2;PLK1;BUB1B;BUB1;HASPIN;INCENP;SPDL1;CENPF;TRIP13;MAD2L1;FBXO5;MAD1L1;APC","Proliferation"
"GO:0071168","protein localization to chromatin",9.93427113068943e-09,1.41669343403761e-06,0.747739663149885,-0.667828041582477,-2.38183037986941,58,"H2AC4;H4C1;H1-5;H4C5;H4C3;H4C4;H2AC8;H4C2;H4C16;H4C8;PLK1;H4C6;CENPA;H4C14;H4C9;APLF;MMS22L;H4C15;MACROH2A2;FAM47E;ESCO2","Transcription"
"GO:1901988","negative regulation of cell cycle phase transition",9.84846638252306e-09,1.41669343403761e-06,0.747739663149885,-0.427810021801347,-1.8850393865839,257,"CDCA8;GTSE1;TTK;BRCA2;AURKB;BIRC5;SPC25;SPC24;E2F7;CCNB1;ZWINT;CDC20;NDC80;DACT1;TMSB4X;CCL2;SKA3;CDK1;KNL1;FANCD2;NUF2;PLK1;DTL;BUB1B;FBXO4;PKD2;UFL1;CDC45;BUB1;HASPIN;NBN;PRKDC;PLK2;RNASEH2B;TICRR;PKMYT1;BRCA1;CDK2;BARD1;INCENP;CHEK1;JADE1;CDC6;STK33;CDT1;SPDL1;RHNO1;BRIP1;CDKN2D;PRMT2;KANK2;WDR76;CENPF;RAD50;SLFN11;RAD51;TRIP13;H2AX;MAD2L1;BABAM2;CCND1;EIF2AK4;EZH2;FBXO5;RFWD3;CRY1;RPS27L;DLG1;ETAA1;MAD1L1;PABIR1;APC;XPC;MYO16;GPR132;RB1;APBB2;XRCC3;ZFP36L2;PML;MDC1;EME1;TIPIN","Proliferation"
"GO:1902100","negative regulation of metaphase/anaphase transition of cell cycle",1.06542196643032e-08,1.41669343403761e-06,0.747739663149885,-0.692426178762198,-2.41004943348947,51,"CDCA8;TTK;AURKB;BIRC5;SPC25;SPC24;CCNB1;ZWINT;CDC20;NDC80;SKA3;KNL1;NUF2;PLK1;BUB1B;BUB1;HASPIN;INCENP;SPDL1;CENPF;TRIP13;MAD2L1;FBXO5;MAD1L1;APC","Proliferation"
"GO:1905819","negative regulation of chromosome separation",1.06542196643032e-08,1.41669343403761e-06,0.747739663149885,-0.692426178762198,-2.41004943348947,51,"CDCA8;TTK;AURKB;BIRC5;SPC25;SPC24;CCNB1;ZWINT;CDC20;NDC80;SKA3;KNL1;NUF2;PLK1;BUB1B;BUB1;HASPIN;INCENP;SPDL1;CENPF;TRIP13;MAD2L1;FBXO5;MAD1L1;APC","Proliferation"
"GO:2000816","negative regulation of mitotic sister chromatid separation",1.1397567853435e-08,1.41669343403761e-06,0.747739663149885,-0.693374344813911,-2.40223905557193,50,"CDCA8;TTK;AURKB;BIRC5;SPC25;SPC24;CCNB1;ZWINT;CDC20;NDC80;SKA3;KNL1;NUF2;PLK1;BUB1B;BUB1;HASPIN;INCENP;SPDL1;CENPF;TRIP13;MAD2L1;FBXO5;MAD1L1;APC","Proliferation"
"GO:0007091","metaphase/anaphase transition of mitotic cell cycle",1.91426149957572e-08,2.26160456502835e-06,0.73376198835648,-0.576492657773868,-2.24955061049651,96,"DLGAP5;CDCA8;UBE2C;TTK;AURKB;BIRC5;SPC25;SPC24;CCNB1;ZWINT;CDC20;NDC80;SKA3;KNL1;ESPL1;NUF2;PLK1;BUB1B;BUB1;HASPIN;CENPE;INCENP;TACC3;CDC6;SPDL1;ANAPC1;RIOK2;CENPF;NEK6;BCL7A;ACTB;TRIP13;MAD2L1;DPF2;FBXO5;MAD1L1;APC;RB1;PHF10;XRCC3","Proliferation"
"GO:0007093","mitotic cell cycle checkpoint signaling",4.20354300442265e-08,4.81511730036021e-06,0.719512826338911,-0.490678876347872,-2.0343013245588,148,"CDCA8;GTSE1;TTK;AURKB;BIRC5;SPC25;SPC24;E2F7;CCNB1;ZWINT;CDC20;NDC80;SKA3;CDK1;KNL1;FANCD2;NUF2;PLK1;DTL;BUB1B;BUB1;HASPIN;NBN;PRKDC;PLK2;TICRR;BRCA1;CDK2;BARD1;INCENP;CHEK1;CDC6;STK33;SPDL1","Signaling"
"GO:0044784","metaphase/anaphase transition of cell cycle",4.34720615202699e-08,4.88391891156571e-06,0.719512826338911,-0.555536237928239,-2.17781939419451,98,"DLGAP5;CDCA8;UBE2C;TTK;AURKB;BIRC5;SPC25;SPC24;CCNB1;ZWINT;CDC20;NDC80;SKA3;KNL1;ESPL1;NUF2;PLK1;BUB1B;BUB1;HASPIN;CENPE;INCENP;TACC3;CDC6;SPDL1;ANAPC1;RIOK2;CENPF;NEK6;BCL7A;ACTB;TRIP13;MAD2L1;DPF2;FBXO5;MAD1L1;APC;RB1;PHF10;XRCC3","Proliferation"
"GO:1902099","regulation of metaphase/anaphase transition of cell cycle",5.2355865870001e-08,5.7709994040103e-06,0.719512826338911,-0.553839181166162,-2.15452165110758,94,"DLGAP5;CDCA8;UBE2C;TTK;AURKB;BIRC5;SPC25;SPC24;CCNB1;ZWINT;CDC20;NDC80;SKA3;KNL1;ESPL1;NUF2;PLK1;BUB1B;BUB1;HASPIN;CENPE;INCENP;CDC6;SPDL1;RIOK2;CENPF;NEK6;BCL7A;ACTB;TRIP13;MAD2L1;DPF2;FBXO5;MAD1L1;APC;RB1;PHF10;XRCC3","Proliferation"
"GO:0007088","regulation of mitotic nuclear division",5.77067354188254e-08,6.24301385771811e-06,0.719512826338911,-0.520790275014968,-2.09408912098044,117,"TGFA;DLGAP5;CDCA8;EDN1;UBE2C;CDC25C;TTK;MKI67;AURKB;BIRC5;SPC25;SPC24;CCNB1;ZWINT;CDC20;NDC80;AURKA;SKA3;KNL1;ESPL1;NUF2;NEK2;PLK1;NUSAP1;BUB1B;BUB1;CDCA2;HASPIN;KIF20B;BORA;PKMYT1;INCENP;CHEK1;OBSL1;SPDL1;TOM1L1","Proliferation"
"GO:0030261","chromosome condensation",8.16311160538439e-08,8.67070872702829e-06,0.704975715167238,-0.702556907975246,-2.33558719690928,41,"H1-0;H1-5;H1-3;TOP2A;H1-2;CDK1;CDCA5;H1-4;NCAPG;PLK1;NUSAP1;NCAPG2;NCAPD2;H1-10","Proliferation"
"GO:0061644","protein localization to CENP-A containing chromatin",9.32282419887478e-08,9.55507701225026e-06,0.704975715167238,-0.870374053994236,-2.31269731821794,16,"H2AC4;H4C1;H4C5;H4C3;H4C4;H2AC8;H4C2;H4C16;H4C8;H4C6;CENPA;H4C14;H4C9","Transcription"
"GO:1901991","negative regulation of mitotic cell cycle phase transition",1.21313211252438e-07,1.22191686230473e-05,0.690132458796796,-0.453794067096419,-1.92585284812887,181,"CDCA8;GTSE1;TTK;AURKB;BIRC5;SPC25;SPC24;E2F7;CCNB1;ZWINT;CDC20;NDC80;DACT1;CCL2;SKA3;CDK1;KNL1;NUF2;PLK1;DTL;BUB1B;PKD2;BUB1;HASPIN;NBN;PRKDC;PLK2;TICRR;PKMYT1;BRCA1;CDK2;BARD1;INCENP;CHEK1;JADE1;CDC6;SPDL1;PRMT2;KANK2;CENPF;RAD50;SLFN11;TRIP13;MAD2L1;BABAM2;CCND1;EZH2;FBXO5;RFWD3;RPS27L;DLG1;ETAA1;MAD1L1;PABIR1;APC;MYO16;GPR132;RB1","Proliferation"
"GO:0045839","negative regulation of mitotic nuclear division",3.08765002706183e-07,3.05729685730427e-05,0.674962860011025,-0.627937865804847,-2.23956077360916,58,"CDCA8;TTK;AURKB;BIRC5;SPC25;SPC24;CCNB1;ZWINT;CDC20;NDC80;SKA3;KNL1;NUF2;PLK1;BUB1B;BUB1;HASPIN;INCENP;CHEK1;SPDL1;TOM1L1","Proliferation"
"GO:0051315","attachment of mitotic spindle microtubules to kinetochore",3.7947163185237e-07,3.69478878880257e-05,0.674962860011025,-0.774347158789632,-2.32778417683323,26,"CDCA8;AURKB;BIRC5;NDC80;SKA3;CDK1;NUF2;SKA2;CENPE;INCENP;CDT1;KIF2C","Proliferation"
"GO:0033044","regulation of chromosome organization",4.68909505316538e-07,4.49076939353969e-05,0.674962860011025,-0.391579265280394,-1.7208710099379,253,"DLGAP5;CDCA8;UBE2C;TTK;AURKB;BIRC5;SPC25;TOP2A;SPC24;CCNB1;ZWINT;CDC20;NDC80;SKA3;CDK1;KNL1;ESPL1;NUF2;NEK2;NCAPG;PLK1;PIF1;BUB1B;FBXO4;BUB1;NCAPG2;HASPIN;NBN;CENPE;NAF1;CDK2;INCENP;FEN1;TACC3;CDC6;XRCC1;NCAPD2;SPDL1;SLF2;ANAPC1;RIOK2;CENPF;NEK6;RAD50;BCL7A;ACTB;TRIP13;MYC;HSP90AA1;MAD2L1;DPF2;STN1;FBXO5;NSMCE3;SMC5;CENPV;LIG4;MAD1L1;MAPK1;APC;GNL3L;CCT6A;RB1;PHF10;XRCC3;XRCC5;PML;LMNA;HNRNPU;USP7;HNRNPD;ATF7IP;CTNNB1;HNRNPA1;SMARCA5;KNTC1;SMARCD3;ACTR8;ATM;CDC27;SENP6;BAZ1B;TRIM28;KLHL22;TERF1;NABP2","Proliferation"
"GO:1901976","regulation of cell cycle checkpoint",5.28275250940701e-07,4.97771615483157e-05,0.659444398037935,-0.658603468382835,-2.25635325978133,47,"CDCA8;BRCA2;AURKB;BIRC5;CCNB1;ZWINT;NDC80;SKA3;KNL1;FBXO4;RNASEH2B;BRCA1;BARD1;INCENP;WDR76;RAD51;MAD2L1;BABAM2;RFWD3;CRY1;ETAA1;MAD1L1","Proliferation"
"GO:1901970","positive regulation of mitotic sister chromatid separation",1.17120475829705e-06,0.000108606003142402,0.643551836150722,-0.801341457244126,-2.24911971289073,20,"DLGAP5;CDCA8;UBE2C;AURKB;BIRC5;CDC20;SKA3;ESPL1","Proliferation"
