"gene_idx","ensembl_id","symbol","is_deg","expr_direction","gene_width","n_dmrs","has_dmr","dmr_density"
38,"ENSG00000251815","SNORD116-26",FALSE,"Not_DEG",96,0,FALSE,0
39,"ENSG00000251896","SNORD116-27",FALSE,"Not_DEG",92,0,FALSE,0
40,"ENSG00000199970","SNORD115-3",FALSE,"Not_DEG",82,0,FALSE,0
41,"ENSG00000200680","SNORD115-4",FALSE,"Not_DEG",82,0,FALSE,0
42,"ENSG00000200503","SNORD115-5",FALSE,"Not_DEG",82,0,FALSE,0
43,"ENSG00000200812","SNORD115-6",FALSE,"Not_DEG",82,0,FALSE,0
44,"ENSG00000278089","SNORD115-7",FALSE,"Not_DEG",82,0,FALSE,0
45,"ENSG00000200726","SNORD115-8",FALSE,"Not_DEG",82,0,FALSE,0
46,"ENSG00000199782","SNORD115-9",FALSE,"Not_DEG",82,0,FALSE,0
47,"ENSG00000201943","SNORD115-10",FALSE,"Not_DEG",81,0,FALSE,0
48,"ENSG00000200486","SNORD115-11",FALSE,"Not_DEG",82,0,FALSE,0
49,"ENSG00000199453","SNORD115-12",FALSE,"Not_DEG",82,0,FALSE,0
50,"ENSG00000273835","SNORD115-13",FALSE,"Not_DEG",82,0,FALSE,0
51,"ENSG00000199960","SNORD115-14",FALSE,"Not_DEG",81,0,FALSE,0
52,"ENSG00000201679","SNORD115-15",FALSE,"Not_DEG",81,0,FALSE,0
53,"ENSG00000200757","SNORD115-16",FALSE,"Not_DEG",82,0,FALSE,0
54,"ENSG00000201482","SNORD115-17",FALSE,"Not_DEG",82,0,FALSE,0
55,"ENSG00000200163","SNORD115-18",FALSE,"Not_DEG",82,0,FALSE,0
56,"ENSG00000199968","SNORD115-19",FALSE,"Not_DEG",82,0,FALSE,0
57,"ENSG00000201969","SNORD115-20",FALSE,"Not_DEG",82,0,FALSE,0
58,"ENSG00000199833","SNORD115-21",FALSE,"Not_DEG",81,0,FALSE,0
59,"ENSG00000201326","SNORD115-22",FALSE,"Not_DEG",82,0,FALSE,0
60,"ENSG00000201331","SNORD115-23",FALSE,"Not_DEG",82,0,FALSE,0
61,"ENSG00000199489","SNORD115-25",FALSE,"Not_DEG",82,0,FALSE,0
62,"ENSG00000275524","SNORD115-26",FALSE,"Not_DEG",82,0,FALSE,0
63,"ENSG00000199704","SNORD115-29",FALSE,"Not_DEG",82,0,FALSE,0
64,"ENSG00000200987","SNORD115-30",FALSE,"Not_DEG",82,0,FALSE,0
65,"ENSG00000202188","SNORD115-31",FALSE,"Not_DEG",82,0,FALSE,0
66,"ENSG00000200949","SNORD115-32",FALSE,"Not_DEG",82,0,FALSE,0
67,"ENSG00000200593","SNORD115-33",FALSE,"Not_DEG",82,0,FALSE,0
68,"ENSG00000199311","SNORD115-34",FALSE,"Not_DEG",82,0,FALSE,0
69,"ENSG00000201992","SNORD115-35",FALSE,"Not_DEG",82,0,FALSE,0
70,"ENSG00000202499","SNORD115-36",FALSE,"Not_DEG",82,0,FALSE,0
71,"ENSG00000200638","SNORD115-37",FALSE,"Not_DEG",82,0,FALSE,0
72,"ENSG00000201907","SNORD115-38",FALSE,"Not_DEG",82,0,FALSE,0
73,"ENSG00000200564","SNORD115-39",FALSE,"Not_DEG",82,0,FALSE,0
74,"ENSG00000272460","SNORD115-40",FALSE,"Not_DEG",82,0,FALSE,0
75,"ENSG00000200478","SNORD115-41",FALSE,"Not_DEG",82,0,FALSE,0
76,"ENSG00000201143","SNORD115-42",FALSE,"Not_DEG",82,0,FALSE,0
77,"ENSG00000202373","SNORD115-43",FALSE,"Not_DEG",82,0,FALSE,0
78,"ENSG00000202261","SNORD115-44",FALSE,"Not_DEG",82,0,FALSE,0
79,"ENSG00000278123","SNORD116-28",FALSE,"Not_DEG",91,0,FALSE,0
80,"ENSG00000207245","SNORD116-29",FALSE,"Not_DEG",83,0,FALSE,0
81,"ENSG00000201634","SNORD115-48",FALSE,"Not_DEG",76,0,FALSE,0
82,NA,"PDZK1P1",FALSE,"Not_DEG",21095,1,TRUE,47.4045982460299
83,"ENSG00000200398","SNORD115-24",FALSE,"Not_DEG",82,0,FALSE,0
84,"ENSG00000201300","SNORD115-27",FALSE,"Not_DEG",82,0,FALSE,0
85,"ENSG00000200801","SNORD115-28",FALSE,"Not_DEG",81,0,FALSE,0
86,NA,"SNORD115-45",FALSE,"Not_DEG",81,0,FALSE,0
87,NA,"SNORD115-47",FALSE,"Not_DEG",86,0,FALSE,0
88,"ENSG00000236311","TLX1NB",FALSE,"Not_DEG",41806,0,FALSE,0
89,"ENSG00000168060","NAALADL1",FALSE,"Not_DEG",13736,0,FALSE,0
90,"ENSG00000240498","CDKN2B-AS1",FALSE,"Not_DEG",133965,0,FALSE,0
91,"ENSG00000254415","SIGLEC14",FALSE,"Not_DEG",7348,0,FALSE,0
92,"ENSG00000177406","NINJ2-AS1",FALSE,"Not_DEG",33339,1,TRUE,29.9949008668526
93,"ENSG00000101473","ACOT8",FALSE,"Not_DEG",15685,0,FALSE,0
94,"ENSG00000136754","ABI1",TRUE,"UP",114495,0,FALSE,0
95,"ENSG00000113552","GNPDA1",TRUE,"DOWN",21293,0,FALSE,0
96,"ENSG00000268654","MIMT1",FALSE,"Not_DEG",7691,0,FALSE,0
97,"ENSG00000175538","KCNE3",FALSE,"Not_DEG",12889,1,TRUE,77.5855380557064
98,"ENSG00000177485","ZBTB33",FALSE,"Not_DEG",7647,0,FALSE,0
99,"ENSG00000269893","SNHG8",FALSE,"Not_DEG",6614,0,FALSE,0
100,"ENSG00000293241","GTF2IP4",FALSE,"Not_DEG",52346,0,FALSE,0
101,"ENSG00000231216","GS1-600G8.3",FALSE,"Not_DEG",9282,0,FALSE,0
102,"ENSG00000062038","CDH3",TRUE,"UP",82476,4,TRUE,48.4989572724187
103,"ENSG00000136560","TANK",FALSE,"Not_DEG",99323,1,TRUE,10.0681614530371
104,"ENSG00000147753","TTTY21B",FALSE,"Not_DEG",7252,0,FALSE,0
105,"ENSG00000129816","TTTY1B",FALSE,"Not_DEG",21134,0,FALSE,0
106,NA,"TTTY2B",FALSE,"Not_DEG",55848,0,FALSE,0
107,"ENSG00000185700","TTTY8B",FALSE,"Not_DEG",2858,0,FALSE,0
108,"ENSG00000147761","TTTY7B",FALSE,"Not_DEG",14563,0,FALSE,0
109,"ENSG00000290369","TTTY23B",FALSE,"Not_DEG",2838,0,FALSE,0
110,NA,"FKBP6P1",FALSE,"Not_DEG",1914,0,FALSE,0
111,"ENSG00000268442","HAVCR1P1",TRUE,"UP",1115,0,FALSE,0
112,"ENSG00000272391","POM121C",FALSE,"Not_DEG",69514,1,TRUE,14.3855913916621
113,"ENSG00000184616","SPDYE12",FALSE,"Not_DEG",10790,0,FALSE,0
114,NA,"PMS2P7",FALSE,"Not_DEG",15563,0,FALSE,0
115,"ENSG00000186814","ZSCAN30",FALSE,"Not_DEG",39188,0,FALSE,0
116,NA,"H2BW3P",FALSE,"Not_DEG",888,0,FALSE,0
117,"ENSG00000101898","MCTS2",FALSE,"Not_DEG",703,0,FALSE,0
118,"ENSG00000237636","ANKRD26P3",FALSE,"Not_DEG",82177,0,FALSE,0
119,"ENSG00000213523","SRA1",FALSE,"Not_DEG",20338,1,TRUE,49.1690431704199
120,"ENSG00000238886","SNORD121A",FALSE,"Not_DEG",82,0,FALSE,0
121,"ENSG00000239127","SNORD125",FALSE,"Not_DEG",110,0,FALSE,0
122,"ENSG00000238862","SNORD19B",FALSE,"Not_DEG",84,0,FALSE,0
123,"ENSG00000238531","SNORD105B",FALSE,"Not_DEG",79,0,FALSE,0
124,NA,"SNORD123",FALSE,"Not_DEG",70,0,FALSE,0
125,"ENSG00000280213","UCKL1-AS1",TRUE,"UP",3602,0,FALSE,0
126,"ENSG00000239043","SNORD127",FALSE,"Not_DEG",86,0,FALSE,0
127,"ENSG00000271852","SNORD11B",FALSE,"Not_DEG",90,0,FALSE,0
128,"ENSG00000222365","SNORD12B",FALSE,"Not_DEG",91,0,FALSE,0
129,NA,"SNORD111B",FALSE,"Not_DEG",80,0,FALSE,0
130,"ENSG00000203809","LIN28B-AS1",FALSE,"Not_DEG",76984,0,FALSE,0
131,"ENSG00000205636","LINC00583",FALSE,"Not_DEG",17640,0,FALSE,0
132,"ENSG00000205269","TMEM170B",TRUE,"UP",45776,0,FALSE,0
133,NA,"SNORD58C",FALSE,"Not_DEG",64,0,FALSE,0
134,"ENSG00000207016","SNORA36C",FALSE,"Not_DEG",132,0,FALSE,0
135,"ENSG00000200394","SNORA38B",FALSE,"Not_DEG",131,0,FALSE,0
136,"ENSG00000206937","SNORA70B",FALSE,"Not_DEG",135,0,FALSE,0
137,"ENSG00000207268","SNORA70C",FALSE,"Not_DEG",573,0,FALSE,0
138,"ENSG00000221102","SNORA11B",FALSE,"Not_DEG",129,0,FALSE,0
139,"ENSG00000221459","SNORA11C",FALSE,"Not_DEG",129,0,FALSE,0
140,"ENSG00000221475","SNORA11D",FALSE,"Not_DEG",128,0,FALSE,0
141,"ENSG00000228630","HOTAIR",FALSE,"Not_DEG",12649,0,FALSE,0
142,"ENSG00000220201","ZGLP1",FALSE,"Not_DEG",5013,0,FALSE,0
143,"ENSG00000291071","FAM86JP",TRUE,"UP",13448,0,FALSE,0
144,"ENSG00000268066","FMR1-AS1",TRUE,"UP",2387,0,FALSE,0
145,"ENSG00000216031","MIR298",FALSE,"Not_DEG",88,0,FALSE,0
146,"ENSG00000215957","MIR300",FALSE,"Not_DEG",83,0,FALSE,0
147,"ENSG00000270123","VTRNA2-1",FALSE,"Not_DEG",128,0,FALSE,0
148,"ENSG00000212013","MIR509-2",FALSE,"Not_DEG",91,0,FALSE,0
149,"ENSG00000216001","MIR450B",FALSE,"Not_DEG",78,0,FALSE,0
150,"ENSG00000216075","MIR890",FALSE,"Not_DEG",77,0,FALSE,0
151,"ENSG00000216064","MIR891B",FALSE,"Not_DEG",79,0,FALSE,0
152,"ENSG00000216005","MIR888",FALSE,"Not_DEG",77,0,FALSE,0
153,"ENSG00000216098","MIR892B",FALSE,"Not_DEG",77,0,FALSE,0
154,"ENSG00000216179","MIR541",FALSE,"Not_DEG",84,0,FALSE,0
155,"ENSG00000216069","MIR875",FALSE,"Not_DEG",76,0,FALSE,0
156,"ENSG00000215966","MIR876",FALSE,"Not_DEG",81,0,FALSE,0
157,"ENSG00000284386","MIR147B",FALSE,"Not_DEG",80,0,FALSE,0
158,"ENSG00000266297","MIR744",FALSE,"Not_DEG",98,0,FALSE,0
159,"ENSG00000216101","MIR877",FALSE,"Not_DEG",86,0,FALSE,0
160,"ENSG00000283159","MIR665",FALSE,"Not_DEG",72,0,FALSE,0
161,"ENSG00000215939","MIR873",FALSE,"Not_DEG",77,0,FALSE,0
162,"ENSG00000212027","MIR374B",FALSE,"Not_DEG",72,0,FALSE,0
163,"ENSG00000212102","MIR301B",FALSE,"Not_DEG",78,0,FALSE,0
164,"ENSG00000211520","MIR216B",FALSE,"Not_DEG",82,0,FALSE,0
165,"ENSG00000216192","MIR920",TRUE,"DOWN",75,0,FALSE,0
166,"ENSG00000284146","MIR922",FALSE,"Not_DEG",81,1,TRUE,12345.6790123457
167,"ENSG00000283615","MIR924",FALSE,"Not_DEG",53,0,FALSE,0
168,"ENSG00000216060","MIR934",FALSE,"Not_DEG",83,0,FALSE,0
169,"ENSG00000284583","MIR935",FALSE,"Not_DEG",91,0,FALSE,0
170,"ENSG00000283788","MIR936",FALSE,"Not_DEG",98,0,FALSE,0
171,"ENSG00000216035","MIR938",FALSE,"Not_DEG",83,0,FALSE,0
172,"ENSG00000284346","MIR940",FALSE,"Not_DEG",94,0,FALSE,0
173,"ENSG00000283206","MIR941-1",FALSE,"Not_DEG",72,0,FALSE,0
174,"ENSG00000216195","MIR941-4",FALSE,"Not_DEG",72,0,FALSE,0
175,"ENSG00000215930","MIR942",FALSE,"Not_DEG",86,0,FALSE,0
176,"ENSG00000284587","MIR943",FALSE,"Not_DEG",94,0,FALSE,0
177,"ENSG00000211997","MIR708",FALSE,"Not_DEG",88,0,FALSE,0
178,"ENSG00000216135","MIR885",FALSE,"Not_DEG",74,0,FALSE,0
179,"ENSG00000212040","MIR543",FALSE,"Not_DEG",78,0,FALSE,0
180,"ENSG00000215991","MIR208B",FALSE,"Not_DEG",77,0,FALSE,0
181,"ENSG00000212014","MIR509-3",FALSE,"Not_DEG",75,0,FALSE,0
182,"ENSG00000284224","MIR937",FALSE,"Not_DEG",86,0,FALSE,0
183,"ENSG00000216141","MIR941-2",FALSE,"Not_DEG",72,0,FALSE,0
184,"ENSG00000216058","MIR944",FALSE,"Not_DEG",88,0,FALSE,0
185,"ENSG00000216056","MIR891A",FALSE,"Not_DEG",79,0,FALSE,0
186,"ENSG00000215943","MIR892A",FALSE,"Not_DEG",75,0,FALSE,0
187,"ENSG00000216009","MIR874",FALSE,"Not_DEG",78,0,FALSE,0
188,"ENSG00000216099","MIR889",FALSE,"Not_DEG",79,0,FALSE,0
189,"ENSG00000215938","MIR190B",FALSE,"Not_DEG",79,0,FALSE,0
190,"ENSG00000216077","MIR887",FALSE,"Not_DEG",79,0,FALSE,0
191,"ENSG00000211575","MIR760",FALSE,"Not_DEG",80,0,FALSE,0
192,"ENSG00000215952","MIR921",FALSE,"Not_DEG",56,0,FALSE,0
193,"ENSG00000215973","MIR933",FALSE,"Not_DEG",77,0,FALSE,0
194,"ENSG00000283513","MIR941-3",FALSE,"Not_DEG",72,0,FALSE,0
195,"ENSG00000215961","MIR297",FALSE,"Not_DEG",66,1,TRUE,15151.5151515152
196,"ENSG00000199130","MIR365A",FALSE,"Not_DEG",87,0,FALSE,0
197,"ENSG00000283978","MIR365B",FALSE,"Not_DEG",111,2,TRUE,18018.018018018
198,"ENSG00000203733","GJE1",FALSE,"Not_DEG",2434,0,FALSE,0
199,NA,"LINC00322",FALSE,"Not_DEG",9623,0,FALSE,0
200,NA,"LEISA1",FALSE,"Not_DEG",1686,0,FALSE,0
201,"ENSG00000235947","EGOT",TRUE,"DOWN",2399,0,FALSE,0
202,"ENSG00000240288","GHRLOS",TRUE,"DOWN",9150,0,FALSE,0
203,"ENSG00000186367","MINAR2",FALSE,"Not_DEG",18639,0,FALSE,0
204,"ENSG00000232803","SLCO4A1-AS1",FALSE,"Not_DEG",3706,1,TRUE,269.832703723691
205,"ENSG00000181211","HECW1-IT1",TRUE,"UP",45292,0,FALSE,0
206,NA,"LOC100127955",FALSE,"Not_DEG",11346,3,TRUE,264.410364886304
207,"ENSG00000257495","KRT73-AS1",TRUE,"UP",13839,0,FALSE,0
208,"ENSG00000253250","C8orf88",FALSE,"Not_DEG",26768,0,FALSE,0
209,NA,"LOC100128002",FALSE,"Not_DEG",2697,0,FALSE,0
210,"ENSG00000265489","ARHGAP44-AS1",FALSE,"Not_DEG",30103,0,FALSE,0
211,NA,"DPPA2P3",FALSE,"Not_DEG",655,0,FALSE,0
212,"ENSG00000241313","WWTR1-AS1",FALSE,"Not_DEG",3155,0,FALSE,0
213,"ENSG00000268894","PLCE1-AS1",TRUE,"DOWN",8798,0,FALSE,0
214,"ENSG00000245112","SMARCA5-AS1",FALSE,"Not_DEG",1164,0,FALSE,0
215,"ENSG00000250274","LOC100128059",FALSE,"Not_DEG",4106,0,FALSE,0
216,"ENSG00000225828","FAM229A",TRUE,"UP",3009,1,TRUE,332.336324360253
217,NA,"LOC100128076",FALSE,"Not_DEG",6232,0,FALSE,0
218,NA,"LOC100128079",FALSE,"Not_DEG",39867,1,TRUE,25.0834023126897
219,NA,"JAZF1-AS1",FALSE,"Not_DEG",63596,0,FALSE,0
220,"ENSG00000204832","ST8SIA6-AS1",FALSE,"Not_DEG",58840,1,TRUE,16.9952413324269
221,"ENSG00000290760","UBE2Q2P13",FALSE,"Not_DEG",9772,0,FALSE,0
222,NA,"HGC6.3",FALSE,"Not_DEG",3195,0,FALSE,0
223,"ENSG00000253302","STAU2-AS1",FALSE,"Not_DEG",21523,3,TRUE,139.385773358733
224,NA,"ADGRA1-AS1",FALSE,"Not_DEG",4718,0,FALSE,0
225,"ENSG00000269364","LINC01233",FALSE,"Not_DEG",869,0,FALSE,0
226,"ENSG00000239219","FHL1P1",FALSE,"Not_DEG",27382,0,FALSE,0
227,NA,"UST-AS1",FALSE,"Not_DEG",9057,0,FALSE,0
228,"ENSG00000257167","TMPO-AS1",TRUE,"DOWN",3450,0,FALSE,0
229,"ENSG00000255002","LINC02324",FALSE,"Not_DEG",25190,0,FALSE,0
230,"ENSG00000204241","LINC02731",FALSE,"Not_DEG",35721,3,TRUE,83.9842109683379
231,"ENSG00000166770","ZNF667-AS1",TRUE,"UP",26796,0,FALSE,0
232,NA,"LOC100128253",FALSE,"Not_DEG",69976,0,FALSE,0
233,NA,"TNK2-AS1",FALSE,"Not_DEG",3182,0,FALSE,0
234,"ENSG00000220575","HTR5A-AS1",FALSE,"Not_DEG",5417,0,FALSE,0
235,NA,"DNM1P35",FALSE,"Not_DEG",10960,0,FALSE,0
236,NA,"DLG5-AS1",FALSE,"Not_DEG",2194,0,FALSE,0
237,"ENSG00000179253","LOC100128310",FALSE,"Not_DEG",2243,0,FALSE,0
238,"ENSG00000293394","LOC100128317",FALSE,"Not_DEG",202203,0,FALSE,0
239,"ENSG00000229196","LINC03008",FALSE,"Not_DEG",912,0,FALSE,0
240,"ENSG00000173626","TRAPPC3L",FALSE,"Not_DEG",50696,0,FALSE,0
241,"ENSG00000225684","FAM225B",TRUE,"UP",9427,0,FALSE,0
242,"ENSG00000248027","ARHGAP42-AS1",FALSE,"Not_DEG",3794,1,TRUE,263.574064312072
243,"ENSG00000176593","ZNF606-AS1",TRUE,"UP",9172,1,TRUE,109.027474923681
244,"ENSG00000233093","LINC00892",FALSE,"Not_DEG",2899,0,FALSE,0
245,"ENSG00000251143","LOC100128494",FALSE,"Not_DEG",6620,0,FALSE,0
246,NA,"SCP2D1-AS1",FALSE,"Not_DEG",20426,0,FALSE,0
247,"ENSG00000229105","ASTN2-AS1",FALSE,"Not_DEG",58011,0,FALSE,0
248,"ENSG00000231920","NEBL-AS1",FALSE,"Not_DEG",1035,0,FALSE,0
249,"ENSG00000203280","KIAA1671-AS1",FALSE,"Not_DEG",10260,0,FALSE,0
250,NA,"MIR29B2CHG",FALSE,"Not_DEG",118447,4,TRUE,33.770378312663
251,"ENSG00000214043","LINC02347",FALSE,"Not_DEG",33954,0,FALSE,0
252,"ENSG00000272975","MYHAS",FALSE,"Not_DEG",392416,2,TRUE,5.09663214547827
253,"ENSG00000266983","RANBP3-DT",FALSE,"Not_DEG",42031,6,TRUE,142.75177844924
254,"ENSG00000183397","TEKTIP1",FALSE,"Not_DEG",4860,0,FALSE,0
255,"ENSG00000227028","SLC8A1-AS1",FALSE,"Not_DEG",468757,0,FALSE,0
256,NA,"TMSB15B-AS1",FALSE,"Not_DEG",74398,0,FALSE,0
257,NA,"CDC42P3",FALSE,"Not_DEG",633,0,FALSE,0
258,"ENSG00000229589","ACVR2B-AS1",TRUE,"UP",3794,0,FALSE,0
259,"ENSG00000227392","HPN-AS1",TRUE,"UP",63406,2,TRUE,31.5427562060373
260,"ENSG00000205786","LINC01531",FALSE,"Not_DEG",19875,1,TRUE,50.314465408805
261,"ENSG00000234696","GPR50-AS1",FALSE,"Not_DEG",2645,0,FALSE,0
262,"ENSG00000206187","LINC02346",FALSE,"Not_DEG",151005,0,FALSE,0
263,"ENSG00000228474","OST4",FALSE,"Not_DEG",1183,0,FALSE,0
264,"ENSG00000254109","RBPMS-AS1",FALSE,"Not_DEG",3283,0,FALSE,0
265,"ENSG00000205890","LOC100128770",FALSE,"Not_DEG",6653,0,FALSE,0
266,"ENSG00000175611","ERCC6L2-AS1",TRUE,"UP",116819,4,TRUE,34.2410053159161
267,NA,"LINC01349",FALSE,"Not_DEG",13565,0,FALSE,0
268,"ENSG00000205913","SRRM2-AS1",TRUE,"UP",15525,0,FALSE,0
269,"ENSG00000233642","GPR158-AS1",FALSE,"Not_DEG",18205,0,FALSE,0
270,"ENSG00000261455","LINC01003",TRUE,"UP",1764,0,FALSE,0
271,"ENSG00000261373","VPS9D1-AS1",FALSE,"Not_DEG",6310,0,FALSE,0
272,"ENSG00000261744","ZFPM1-AS1",FALSE,"Not_DEG",18094,0,FALSE,0
273,NA,"LOC100128885",FALSE,"Not_DEG",40162,1,TRUE,24.8991584084458
274,"ENSG00000215374","FAM66B",FALSE,"Not_DEG",56616,0,FALSE,0
275,"ENSG00000266010","GATA6-AS1",TRUE,"DOWN",2981,1,TRUE,335.457900033546
276,"ENSG00000260868","LINC01960",FALSE,"Not_DEG",1884,0,FALSE,0
277,"ENSG00000283654","CIROP",FALSE,"Not_DEG",5928,0,FALSE,0
278,"ENSG00000179627","ZBTB42",FALSE,"Not_DEG",4117,0,FALSE,0
279,"ENSG00000205632","LINC01310",FALSE,"Not_DEG",31617,0,FALSE,0
280,"ENSG00000120709","LOC100128966",TRUE,"UP",5042,0,FALSE,0
281,NA,"LOC100128993",FALSE,"Not_DEG",174478,0,FALSE,0
282,NA,"PCBP3-AS1",FALSE,"Not_DEG",10027,0,FALSE,0
283,"ENSG00000204380","PKP4-AS1",TRUE,"DOWN",76666,0,FALSE,0
284,NA,"BCAR3-AS1",FALSE,"Not_DEG",18640,1,TRUE,53.6480686695279
285,"ENSG00000255855","KDM4F",FALSE,"Not_DEG",1917,1,TRUE,521.648408972353
286,NA,"CCNYL4",FALSE,"Not_DEG",47770,0,FALSE,0
287,"ENSG00000235016","SEMA3F-AS1",FALSE,"Not_DEG",40064,0,FALSE,0
288,"ENSG00000237372","LINC03062",FALSE,"Not_DEG",80011,0,FALSE,0
289,"ENSG00000186615","KTN1-AS1",FALSE,"Not_DEG",84103,0,FALSE,0
290,NA,"SIGLEC10-AS1",FALSE,"Not_DEG",1702,0,FALSE,0
291,"ENSG00000256980","KHDC1L",FALSE,"Not_DEG",2227,1,TRUE,449.034575662326
292,"ENSG00000293061","THAP3P1",FALSE,"Not_DEG",153696,0,FALSE,0
293,"ENSG00000224090","LOC100129175",FALSE,"Not_DEG",13507,0,FALSE,0
294,"ENSG00000269293","ZSCAN16-AS1",FALSE,"Not_DEG",122192,1,TRUE,8.18384182270525
295,"ENSG00000186056","MATN1-AS1",FALSE,"Not_DEG",8324,0,FALSE,0
296,"ENSG00000245552","LOC100129203",TRUE,"DOWN",82699,0,FALSE,0
297,"ENSG00000226083","SLC39A12-AS1",FALSE,"Not_DEG",8777,0,FALSE,0
298,"ENSG00000226180","LOC100129215",FALSE,"Not_DEG",2611,0,FALSE,0
299,"ENSG00000225805","DEFB131B",FALSE,"Not_DEG",6109,0,FALSE,0
300,"ENSG00000287243","THCAT155",FALSE,"Not_DEG",9106,0,FALSE,0
301,"ENSG00000224440","CXorf51A",FALSE,"Not_DEG",639,0,FALSE,0
302,"ENSG00000235453","SMIM27",FALSE,"Not_DEG",17478,1,TRUE,57.2147843002632
303,NA,"LINC01160",FALSE,"Not_DEG",9069,0,FALSE,0
304,"ENSG00000198854","KPLCE",FALSE,"Not_DEG",949,0,FALSE,0
305,"ENSG00000237265","LOC100129291",TRUE,"UP",3777,0,FALSE,0
306,NA,"CD200R1L-AS1",FALSE,"Not_DEG",10342,0,FALSE,0
307,"ENSG00000285746","LOC100129307",FALSE,"Not_DEG",1251,0,FALSE,0
308,"ENSG00000197176","LINC02291",FALSE,"Not_DEG",54012,0,FALSE,0
309,"ENSG00000229694","LINC00484",FALSE,"Not_DEG",64171,1,TRUE,15.5833632014461
310,NA,"NRADDP",FALSE,"Not_DEG",2642,0,FALSE,0
311,"ENSG00000205549","LINC03041",FALSE,"Not_DEG",207056,7,TRUE,33.8072791901708
312,NA,"GABPB1-AS1",FALSE,"Not_DEG",2182,0,FALSE,0
313,"ENSG00000288235","FAM106C",FALSE,"Not_DEG",1623,0,FALSE,0
314,NA,"MSTO2P",FALSE,"Not_DEG",4309,0,FALSE,0
315,"ENSG00000275520","FAM236A",FALSE,"Not_DEG",796,0,FALSE,0
316,"ENSG00000226122","DDC-AS1",FALSE,"Not_DEG",11705,0,FALSE,0
317,"ENSG00000233251","LOC100129434",FALSE,"Not_DEG",12337,0,FALSE,0
318,NA,"DPY19L1P1",FALSE,"Not_DEG",180839,3,TRUE,16.5893419008068
319,"ENSG00000272142","LYRM4-AS1",TRUE,"UP",77173,1,TRUE,12.9578997836031
320,NA,"LINC01546",FALSE,"Not_DEG",18615,0,FALSE,0
